code,name,description,refreshed_at,from_date,to_date
CME_O112,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #12 (O112)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #12. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2014-02-18,2017-12-06
CME_O113,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #13 (O113)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #13. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2014-02-18,2017-12-06
CME_O114,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #14 (O114)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #14. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2014-02-18,2017-12-06
CME_O115,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #15 (O115)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #15. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2014-02-18,2017-12-06
CME_O116,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #16 (O116)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #16. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2017-12-06,2017-12-06
CME_O117,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #17 (O117)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #17. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2017-12-06,2017-12-06
CME_O118,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #18 (O118)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #18. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2017-12-06,2017-12-06
CME_O119,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #19 (O119)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #19. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2017-12-06,2017-12-06
CME_O12,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #2 (O12)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #2. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2014-02-18,2017-12-06
CME_O120,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #20 (O120)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #20. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2017-12-06,2017-12-06
CME_O121,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #21 (O121)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #21. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2017-12-06,2017-12-06
CME_O122,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #22 (O122)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #22. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2017-12-06,2017-12-06
CME_O13,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #3 (O13)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #3. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2014-02-18,2017-12-06
CME_O14,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #4 (O14)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #4. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2014-02-18,2017-12-06
CME_O15,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #5 (O15)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #5. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2014-02-18,2017-12-06
CME_O16,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #6 (O16)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #6. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2014-02-18,2017-12-06
CME_O17,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #7 (O17)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #7. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2014-02-18,2017-12-06
CME_O18,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #8 (O18)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #8. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2014-02-18,2017-12-06
CME_O19,"ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #9 (O19)","Historical Futures Prices: ERCOT West 345 kV Hub 5 MW Off-Peak Futures, Continuous Contract #9. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:52,2014-02-18,2017-12-06
CME_O2,"Oats Futures, Continuous Contract #2 (O2)","Historical Futures Prices: Oats Futures, Continuous Contract #2. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:08,1959-07-01,2020-02-19
CME_O3,"Oats Futures, Continuous Contract #3 (O3)","Historical Futures Prices: Oats Futures, Continuous Contract #3. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:08,1959-07-23,2020-02-19
CME_OFM1,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #1 (OFM1) (Front Month)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #1. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:54,2014-02-18,2017-12-06
CME_OFM10,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #10 (OFM10)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #10. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM11,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #11 (OFM11)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #11. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM12,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #12 (OFM12)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #12. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM13,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #13 (OFM13)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #13. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM14,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #14 (OFM14)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #14. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM15,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #15 (OFM15)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #15. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM16,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #16 (OFM16)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #16. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM17,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #17 (OFM17)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #17. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM18,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #18 (OFM18)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #18. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM19,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #19 (OFM19)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #19. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM2,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #2 (OFM2)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #2. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:54,2014-02-18,2017-12-06
CME_OFM20,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #20 (OFM20)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #20. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM21,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #21 (OFM21)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #21. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM22,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #22 (OFM22)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #22. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM23,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #23 (OFM23)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #23. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM24,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #24 (OFM24)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #24. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM25,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #25 (OFM25)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #25. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM26,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #26 (OFM26)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #26. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM27,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #27 (OFM27)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #27. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM28,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #28 (OFM28)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #28. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM29,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #29 (OFM29)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #29. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM3,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #3 (OFM3)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #3. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM30,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #30 (OFM30)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #30. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM31,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #31 (OFM31)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #31. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM32,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #32 (OFM32)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #32. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM33,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #33 (OFM33)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #33. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM34,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #34 (OFM34)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #34. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM4,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #4 (OFM4)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #4. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM5,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #5 (OFM5)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #5. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM6,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #6 (OFM6)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #6. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM7,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #7 (OFM7)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #7. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM8,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #8 (OFM8)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #8. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OFM9,"Ontario Off-Peak Calendar-Month Futures, Continuous Contract #9 (OFM9)","Historical Futures Prices: Ontario Off-Peak Calendar-Month Futures, Continuous Contract #9. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:55,2014-02-18,2017-12-06
CME_OPM1,"Ontario Peak Calendar-Month Futures, Continuous Contract #1 (OPM1) (Front Month)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #1. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-06-03 23:39:13,2014-02-18,2019-05-31
CME_OPM10,"Ontario Peak Calendar-Month Futures, Continuous Contract #10 (OPM10)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #10. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM11,"Ontario Peak Calendar-Month Futures, Continuous Contract #11 (OPM11)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #11. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM12,"Ontario Peak Calendar-Month Futures, Continuous Contract #12 (OPM12)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #12. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM13,"Ontario Peak Calendar-Month Futures, Continuous Contract #13 (OPM13)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #13. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM14,"Ontario Peak Calendar-Month Futures, Continuous Contract #14 (OPM14)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #14. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM15,"Ontario Peak Calendar-Month Futures, Continuous Contract #15 (OPM15)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #15. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM16,"Ontario Peak Calendar-Month Futures, Continuous Contract #16 (OPM16)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #16. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM17,"Ontario Peak Calendar-Month Futures, Continuous Contract #17 (OPM17)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #17. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM18,"Ontario Peak Calendar-Month Futures, Continuous Contract #18 (OPM18)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #18. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM19,"Ontario Peak Calendar-Month Futures, Continuous Contract #19 (OPM19)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #19. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM2,"Ontario Peak Calendar-Month Futures, Continuous Contract #2 (OPM2)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #2. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM20,"Ontario Peak Calendar-Month Futures, Continuous Contract #20 (OPM20)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #20. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM21,"Ontario Peak Calendar-Month Futures, Continuous Contract #21 (OPM21)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #21. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM22,"Ontario Peak Calendar-Month Futures, Continuous Contract #22 (OPM22)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #22. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM3,"Ontario Peak Calendar-Month Futures, Continuous Contract #3 (OPM3)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #3. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM4,"Ontario Peak Calendar-Month Futures, Continuous Contract #4 (OPM4)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #4. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM5,"Ontario Peak Calendar-Month Futures, Continuous Contract #5 (OPM5)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #5. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM6,"Ontario Peak Calendar-Month Futures, Continuous Contract #6 (OPM6)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #6. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM7,"Ontario Peak Calendar-Month Futures, Continuous Contract #7 (OPM7)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #7. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM8,"Ontario Peak Calendar-Month Futures, Continuous Contract #8 (OPM8)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #8. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_OPM9,"Ontario Peak Calendar-Month Futures, Continuous Contract #9 (OPM9)","Historical Futures Prices: Ontario Peak Calendar-Month Futures, Continuous Contract #9. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:26:59,2014-02-18,2017-12-06
CME_P51,"ISO New England South East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #1 (P51) (Front Month)","Historical Futures Prices: ISO New England South East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #1. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-31 03:26:24,2014-02-18,2017-12-29
CME_P52,"ISO New England South East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #2 (P52)","Historical Futures Prices: ISO New England South East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #2. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-10 03:26:19,2014-02-18,2017-12-08
CME_P71,"ISO New England North East Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #1 (P71) (Front Month)","Historical Futures Prices: ISO New England North East Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #1. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-12-31 03:26:28,2014-02-18,2019-12-30
CME_P72,"ISO New England North East Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #2 (P72)","Historical Futures Prices: ISO New England North East Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #2. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-12-09 03:26:35,2014-02-18,2019-12-06
CME_P81,"ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #1 (P81) (Front Month)","Historical Futures Prices: ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #1. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-12-31 03:27:42,2014-02-18,2019-12-30
CME_P810,"ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #10 (P810)","Historical Futures Prices: ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #10. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-04-08 23:35:53,2014-02-18,2019-04-08
CME_P811,"ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #11 (P811)","Historical Futures Prices: ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #11. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-03-10 03:27:13,2014-02-18,2019-03-08
CME_P812,"ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #12 (P812)","Historical Futures Prices: ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #12. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-02-10 03:27:26,2014-02-18,2019-02-08
CME_P813,"ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #13 (P813)","Historical Futures Prices: ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #13. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:57,2014-02-18,2017-12-06
CME_P814,"ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #14 (P814)","Historical Futures Prices: ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #14. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:57,2014-02-18,2017-12-06
CME_P815,"ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #15 (P815)","Historical Futures Prices: ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #15. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:57,2014-02-18,2017-12-08
CME_P816,"ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #16 (P816)","Historical Futures Prices: ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #16. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-09 03:27:57,2015-05-28,2017-12-08
