code,name,description,refreshed_at,from_date,to_date
CME_H425,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #25 (H425)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #25. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2018-12-03 03:27:34,2014-02-18,2018-11-30
CME_H426,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #26 (H426)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #26. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2018-11-03 23:28:12,2014-02-18,2018-11-02
CME_H427,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #27 (H427)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #27. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2018-10-01 23:28:27,2014-02-18,2018-10-01
CME_H428,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #28 (H428)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #28. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2018-09-03 23:31:34,2014-02-18,2018-08-31
CME_H429,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #29 (H429)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #29. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2018-08-01 23:28:54,2014-02-18,2018-07-31
CME_H43,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #3 (H43)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #3. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:44,2014-02-18,2020-02-19
CME_H430,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #30 (H430)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #30. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2018-07-02 23:28:23,2014-02-18,2018-06-29
CME_H431,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #31 (H431)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #31. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2018-06-03 23:28:19,2014-02-18,2018-06-01
CME_H432,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #32 (H432)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #32. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2018-05-01 23:30:25,2014-02-18,2018-04-30
CME_H433,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #33 (H433)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #33. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2018-04-01 23:29:12,2014-02-18,2018-03-29
CME_H434,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #34 (H434)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #34. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2018-03-03 03:29:12,2014-02-18,2018-03-02
CME_H435,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #35 (H435)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #35. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2018-02-03 03:28:09,2014-02-18,2018-02-02
CME_H436,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #36 (H436)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #36. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2018-01-01 03:27:28,2014-02-18,2017-12-29
CME_H437,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #37 (H437)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #37. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2014-02-18,2017-12-06
CME_H438,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #38 (H438)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #38. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2014-02-18,2017-12-06
CME_H439,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #39 (H439)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #39. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2014-02-18,2017-12-06
CME_H44,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #4 (H44)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #4. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:44,2014-02-18,2020-02-19
CME_H440,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #40 (H440)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #40. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2014-02-18,2017-12-06
CME_H441,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #41 (H441)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #41. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2014-02-18,2017-12-06
CME_H442,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #42 (H442)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #42. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2014-02-18,2017-12-06
CME_H443,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #43 (H443)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #43. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2014-02-18,2017-12-06
CME_H444,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #44 (H444)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #44. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2014-02-18,2017-12-06
CME_H445,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #45 (H445)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #45. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2014-02-18,2017-12-06
CME_H446,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #46 (H446)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #46. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2014-02-18,2017-12-06
CME_H447,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #47 (H447)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #47. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2014-02-18,2017-12-06
CME_H448,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #48 (H448)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #48. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2014-02-18,2017-12-06
CME_H449,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #49 (H449)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #49. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2014-02-18,2017-12-06
CME_H45,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #5 (H45)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #5. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:44,2014-02-18,2020-02-19
CME_H450,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #50 (H450)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #50. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2014-02-18,2017-12-06
CME_H451,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #51 (H451)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #51. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2014-02-18,2017-12-06
CME_H452,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #52 (H452)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #52. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2016-03-07,2017-12-06
CME_H453,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #53 (H453)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #53. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2016-03-07,2017-12-06
CME_H454,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #54 (H454)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #54. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2016-03-07,2017-12-06
CME_H455,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #55 (H455)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #55. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2016-03-07,2017-12-06
CME_H456,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #56 (H456)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #56. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2016-03-07,2017-12-06
CME_H457,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #57 (H457)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #57. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:09,2016-03-07,2017-12-06
CME_H458,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #58 (H458)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #58. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2017-12-13 03:42:08,2017-12-05,2017-12-06
CME_H46,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #6 (H46)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #6. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:44,2014-02-18,2020-02-19
CME_H47,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #7 (H47)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #7. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:44,2014-02-18,2020-02-19
CME_H48,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #8 (H48)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #8. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:44,2014-02-18,2020-02-19
CME_H49,"MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #9 (H49)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #9. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:44,2014-02-18,2020-02-19
CME_H51,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #1 (H51) (Front Month)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #1. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:07,2014-02-18,2020-02-19
CME_H510,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #10 (H510)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #10. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-09-30 23:36:38,2014-03-11,2019-09-30
CME_H511,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #11 (H511)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #11. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-09-01 23:27:12,2014-03-11,2019-08-30
CME_H512,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #12 (H512)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #12. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-07-31 23:34:33,2014-03-11,2019-07-31
CME_H513,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #13 (H513)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #13. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-06-30 23:27:02,2014-03-11,2019-06-28
CME_H514,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #14 (H514)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #14. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-04-30 23:32:55,2014-03-11,2019-04-30
CME_H515,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #15 (H515)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #15. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-03-31 23:27:20,2014-03-11,2019-03-29
CME_H516,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #16 (H516)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #16. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-03-02 03:27:52,2015-01-02,2019-03-01
CME_H517,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #17 (H517)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #17. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-02-02 03:26:31,2015-01-02,2019-02-01
CME_H518,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #18 (H518)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #18. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2018-07-01 23:26:40,2015-01-02,2018-06-29
CME_H52,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #2 (H52)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #2. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:07,2014-02-18,2020-02-19
CME_H53,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #3 (H53)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #3. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:07,2014-02-18,2020-02-19
CME_H54,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #4 (H54)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #4. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:07,2014-02-18,2020-02-19
CME_H55,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #5 (H55)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #5. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:07,2014-02-18,2020-02-19
CME_H56,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #6 (H56)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #6. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-02 03:26:45,2014-02-18,2020-01-31
CME_H57,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #7 (H57)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #7. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-12-31 03:27:00,2014-02-18,2019-12-30
CME_H58,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #8 (H58)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #8. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-11-30 03:27:14,2014-03-11,2019-11-29
CME_H59,"MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #9 (H59)","Historical Futures Prices: MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW Futures, Continuous Contract #9. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-11-02 23:27:19,2014-03-11,2019-11-01
CME_HA1,"NY Harbor ULSD vs. Gasoil Futures, Continuous Contract #1 (HA1) (Front Month)","Historical Futures Prices: NY Harbor ULSD vs. Gasoil Futures, Continuous Contract #1. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. For more on the roll algorithm used please see this page: http://www.quandl.com/futures/continuous.",2017-03-13 07:28:48,2014-02-18,2014-12-29
CME_HA2,"NY Harbor ULSD vs. Gasoil Futures, Continuous Contract #2 (HA2)","Historical Futures Prices: NY Harbor ULSD vs. Gasoil Futures, Continuous Contract #2. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. For more on the roll algorithm used please see this page: http://www.quandl.com/futures/continuous.",2017-03-13 07:28:50,2014-02-18,2014-12-01
CME_HA3,"NY Harbor ULSD vs. Gasoil Futures, Continuous Contract #3 (HA3)","Historical Futures Prices: NY Harbor ULSD vs. Gasoil Futures, Continuous Contract #3. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. For more on the roll algorithm used please see this page: http://www.quandl.com/futures/continuous.",2017-03-13 07:28:40,2014-02-18,2014-11-05
CME_HB1,"Henry Hub Natural Gas (Platts IFERC) Basis Futures, Continuous Contract #1 (HB1) (Front Month)","Historical Futures Prices: Henry Hub Natural Gas (Platts IFERC) Basis Futures, Continuous Contract #1. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-11-05 03:28:07,2014-02-18,2019-11-04
CME_HB2,"Henry Hub Natural Gas (Platts IFERC) Basis Futures, Continuous Contract #2 (HB2)","Historical Futures Prices: Henry Hub Natural Gas (Platts IFERC) Basis Futures, Continuous Contract #2. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2019-10-05 23:27:28,2014-02-18,2019-10-02
CME_HG1,"Copper Futures, Continuous Contract #1 (HG1) (Front Month)","Historical Futures Prices: Copper Futures, Continuous Contract #1. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:46,1959-07-01,2020-02-19
CME_HG10,"Copper Futures, Continuous Contract #10 (HG10)","Historical Futures Prices: Copper Futures, Continuous Contract #10. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:46,1959-10-06,2020-02-19
CME_HG11,"Copper Futures, Continuous Contract #11 (HG11)","Historical Futures Prices: Copper Futures, Continuous Contract #11. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:46,1960-08-02,2020-02-19
CME_HG12,"Copper Futures, Continuous Contract #12 (HG12)","Historical Futures Prices: Copper Futures, Continuous Contract #12. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:46,1988-12-02,2020-02-19
CME_HG13,"Copper Futures, Continuous Contract #13 (HG13)","Historical Futures Prices: Copper Futures, Continuous Contract #13. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:46,1994-11-29,2020-02-19
CME_HG14,"Copper Futures, Continuous Contract #14 (HG14)","Historical Futures Prices: Copper Futures, Continuous Contract #14. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:46,1988-10-03,2020-02-19
CME_HG15,"Copper Futures, Continuous Contract #15 (HG15)","Historical Futures Prices: Copper Futures, Continuous Contract #15. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:46,1988-10-03,2020-02-19
CME_HG2,"Copper Futures, Continuous Contract #2 (HG2)","Historical Futures Prices: Copper Futures, Continuous Contract #2. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:46,1959-10-29,2020-02-19
CME_HG3,"Copper Futures, Continuous Contract #3 (HG3)","Historical Futures Prices: Copper Futures, Continuous Contract #3. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:46,1959-07-02,2020-02-19
CME_HG4,"Copper Futures, Continuous Contract #4 (HG4)","Historical Futures Prices: Copper Futures, Continuous Contract #4. Non-adjusted price based on spot-month continuous contract calculations. Raw data from CME. ",2020-02-20 03:27:46,1959-07-01,2020-02-19
